#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
1048,62,10,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t579047.html?langid=en,"All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2017-08-25 07:25:37","2020-03-16 22:02:46",,ru,0,0,,3
1049,58,10,0,"https://publicwww.com/websites/""slide7.jpg""/4","""slide7.jpg"" - 47542 Web pages - PublicWWW.com",33,23,https://fnkc-fmba.ru/,,,https://fnkc-fmba.ru/,"Nofollow, Content",,"2020-05-05 08:06:32","2020-05-05 08:06:32",,en,0,0,,22
1050,62,10,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-04-28 09:22:41","2020-03-17 18:08:19",,ru,0,0,,3
1051,62,10,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-04-28 09:22:41","2020-03-17 18:08:19",,ru,0,0,,3
1052,62,10,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-03-17 10:56:46","2020-03-17 10:56:46",,ru,0,0,,3
1053,62,10,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-03-17 10:56:46","2020-03-17 10:56:46",,ru,0,0,,3
1054,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,https://fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2019-02-21 05:38:44","2020-06-07 00:47:43",,ru,0,0,,10
1055,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,http://fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2019-02-21 05:38:44","2020-06-07 00:47:43",,ru,0,0,,10
1056,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,http://www.fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2019-02-21 05:38:44","2020-06-07 00:47:43",,ru,0,0,,10
1057,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html?frompromo=search_area,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,https://fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2019-11-11 10:52:43","2020-06-06 22:56:50",,ru,0,0,,10
1058,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html?frompromo=search_area,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,http://fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2019-11-11 10:52:43","2020-06-06 22:56:50",,ru,0,0,,10
1059,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html?frompromo=search_area,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,http://www.fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2019-11-11 10:52:43","2020-06-06 22:56:50",,ru,0,0,,10
1060,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html?frompromo=search_metro,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,https://fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2020-06-07 02:16:11","2020-06-07 02:16:11",,ru,0,0,,10
1061,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html?frompromo=search_metro,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,http://fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2020-06-07 02:16:11","2020-06-07 02:16:11",,ru,0,0,,10
1062,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html?frompromo=search_metro,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,http://www.fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2020-06-07 02:16:11","2020-06-07 02:16:11",,ru,0,0,,10
1063,62,9,0,http://molbiol.ru/forums/index.php?showtopic=579047&mode=linearplus,"molbiol.ru -> MALDI-TOF, идентификация бактерий",238,19,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,Dofollow,,"2017-08-24 02:15:34","2020-04-21 18:43:18",,ru,0,0,,13
1064,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2017-06-08 01:53:51","2020-04-23 15:18:03",,,0,0,,3
1065,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2017-04-07 11:26:03","2020-04-23 15:18:03",,,0,0,,3
1066,62,9,0,http://www.molbiol.ru/forums/lofiversion/index.php/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-29 15:01:59","2020-04-29 15:01:59",,ru,0,0,,3
1067,62,9,0,http://www.molbiol.ru/forums/lofiversion/index.php/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-29 15:01:59","2020-04-29 15:01:59",,ru,0,0,,3
1068,62,9,0,http://molbiol.ru/forums/index.php?showtopic=579047&mode=linear,"molbiol.ru -> MALDI-TOF, идентификация бактерий",238,21,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,Dofollow,,"2017-08-27 17:54:38","2020-04-12 02:03:26",,ru,0,0,,14
1069,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br /t576735.html?langid=en","All forums > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-11-13 12:08:46","2020-04-25 05:22:15",,,0,0,,3
1070,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br /t576735.html?langid=en","All forums > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-11-13 12:08:46","2020-04-25 05:22:15",,,0,0,,3
1071,62,9,0,http://molbiol.ru/forums/index.php?act=ST&f=1&t=579047,"molbiol.ru -> MALDI-TOF, идентификация бактерий",238,21,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,Dofollow,,"2020-02-12 11:55:55","2020-04-19 13:37:16",,ru,0,0,,14
1072,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t521847-0.html/t576735.html?langid=en&langid=2,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-17 22:56:06","2020-04-17 22:56:06",,ru,0,0,,3
1073,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t521847-0.html/t576735.html?langid=en&langid=2,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-17 22:56:06","2020-04-17 22:56:06",,ru,0,0,,3
1074,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t521847-0.html/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-12 11:13:18","2020-04-12 11:13:18",,ru,0,0,,3
1075,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t521847-0.html/t576735.html?langid=en,"All forums > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-12 11:13:18","2020-04-12 11:13:18",,ru,0,0,,3
1076,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br />7.html ""rel ="" nofollow ""> Прочитати статтю повністю.</a></t576735.html?langid=en","All forums > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-13 10:14:16","2020-04-13 10:14:16",,ru,0,0,,3
1077,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br />7.html ""rel ="" nofollow ""> Прочитати статтю повністю.</a></t576735.html?langid=en","All forums > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-13 10:14:16","2020-04-13 10:14:16",,ru,0,0,,3
1078,63,9,0,https://yandex.uz/profile/1046828782,Яндекс,15,3,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,Dofollow,,"2020-03-25 16:22:14","2020-03-25 16:22:14",,ru,0,0,,2
1079,63,9,0,https://yandex.uz/profile/1046828782,Яндекс,15,3,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Dofollow,,"2020-03-25 16:22:14","2020-03-25 16:22:14",,ru,0,0,,2
1080,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=660&can=vak&bb_location=6&sc=620,"MolBiol.ru || Вакансии",203,16,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-03 04:25:21","2020-04-03 04:25:21",,ru,0,0,,10
1081,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=660&can=vak&bb_location=6&sc=620,"MolBiol.ru || Вакансии",203,16,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-03 04:25:21","2020-04-03 04:25:21",,ru,0,0,,10
1082,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br /t579047-0.html?langid=en","All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-02-26 18:10:23","2020-04-30 09:58:21",,,0,0,,3
1083,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br /t579047.html?langid=en","All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2018-12-16 07:21:16","2020-03-11 19:05:45",,ru,0,0,,3
1084,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br />7.html ""rel ="" nofollow ""> Прочитати статтю повністю.</a></t579047.html","Все форумы > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-01-23 20:25:42","2020-04-09 09:38:40",,,0,0,,3
1085,62,9,0,http://www.molbiol.ru/forums/lofiversion/index.php/t579047-0.html?langid=en,"All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-02-21 03:58:58","2020-04-25 00:24:09",,,0,0,,3
1086,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t579047-0.html?langid=en,"All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-02-15 00:16:18","2020-04-22 14:08:01",,,0,0,,3
1087,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t579047-0.html?langid=en,"All forums > MALDI-TOF, идентификация бактерий",28,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-02-14 19:37:01","2020-04-18 10:08:21",,,0,0,,3
1088,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t576735.html,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-12-15 04:46:50","2020-03-18 02:49:40",,ru,0,0,,3
1089,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t576735.html,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-12-15 04:46:50","2020-03-18 02:49:40",,ru,0,0,,3
1090,62,9,0,http://www.molbiol.ru/forums/lofiversion/index.php/t579047.html,"Все форумы > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-03-17 02:02:03","2020-03-17 02:02:03",,ru,0,0,,3
1091,59,9,0,https://wiki.monavista.ru/Федеральное_медико-биологическое_агентство,"Федеральное медико-биологическое агентство — Википедия",123,20,https://fnkc-fmba.ru/,,"Официальный сайт ФНКЦ ФМБА России",,Nofollow,,"2019-10-14 15:29:41","2020-06-06 10:08:06",,,0,0,,14
1092,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=620&can=vak&bb_location=6&sc=640,"MolBiol.ru || Вакансии",203,20,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-08 05:15:57","2020-04-08 05:15:57",,ru,0,0,,16
1093,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=620&can=vak&bb_location=6&sc=640,"MolBiol.ru || Вакансии",203,20,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-08 05:15:57","2020-04-08 05:15:57",,ru,0,0,,16
1094,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t521847-0.html/t576735.html,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-09 02:20:20","2020-04-09 02:20:20",,ru,0,0,,3
1095,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t521847-0.html/t576735.html,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-09 02:20:20","2020-04-09 02:20:20",,ru,0,0,,3
1096,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t579047-0.html?langid=en,"All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-03-03 04:16:44","2020-05-05 16:30:51",,,0,0,,3
1097,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t576735.html,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-03-11 06:55:18","2020-03-11 06:55:18",,ru,0,0,,3
1098,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t576735.html,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-03-11 06:55:18","2020-03-11 06:55:18",,ru,0,0,,3
1099,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br />7.html ""rel ="" nofollow ""> Прочитати статтю повністю.</a></t576735.html","Все форумы > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-06 03:11:46","2020-04-06 03:11:46",,ru,0,0,,3
1100,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br />7.html ""rel ="" nofollow ""> Прочитати статтю повністю.</a></t576735.html","Все форумы > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-06 03:11:46","2020-04-06 03:11:46",,ru,0,0,,3
1101,62,9,0,http://molbiol.ru/forums/index.php?act=Post&CODE=02&f=5&t=576735&qpid=1660604&langid=en,"molbiol.ru -> Replying in Phd в российско-швейцарско-датский проект",63,20,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/[/url],,Dofollow,,"2018-12-10 04:00:50","2020-03-16 00:12:57",,ru,0,0,,13
1102,62,9,0,http://molbiol.ru/forums/index.php?act=Post&CODE=02&f=5&t=576735&qpid=1660604&langid=en,"molbiol.ru -> Replying in Phd в российско-швейцарско-датский проект",63,20,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/[/url],,Dofollow,,"2018-12-10 04:00:50","2020-03-16 00:12:57",,ru,0,0,,13
1103,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=100&can=vak&bb_classes=28&sc=60,"MolBiol.ru || Вакансии",198,7,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-10-11 10:02:59","2020-04-27 00:51:22",,ru,0,0,,5
1104,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=100&can=vak&bb_classes=28&sc=60,"MolBiol.ru || Вакансии",198,7,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-10-11 10:02:59","2020-04-27 00:51:22",,ru,0,0,,5
1105,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br />7.html ""rel ="" nofollow ""> Прочитати статтю повністю.</a></t579047-0.html?langid=en","All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-02-14 15:14:56","2020-04-18 06:51:11",,,0,0,,3
1106,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t579047.html?langid=en,"All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-02-14 04:24:46","2020-04-20 09:02:21",,,0,0,,3
1107,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=140&can=vak&bb_location=2&sc=100,"MolBiol.ru || Вакансии",198,33,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-21 14:56:11","2020-04-21 14:56:11",,en,0,0,,19
1108,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=140&can=vak&bb_location=2&sc=100,"MolBiol.ru || Вакансии",198,33,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-21 14:56:11","2020-04-21 14:56:11",,en,0,0,,19
1109,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t579047.html,"Все форумы > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2018-12-08 06:26:09","2020-05-08 23:57:27",,,0,0,,3
1110,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br />7.html ""rel ="" nofollow ""> Прочитати статтю повністю.</a></t579047.html?langid=en","All forums > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2020-02-07 12:19:59","2020-04-13 11:17:25",,,0,0,,3
1111,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=120&can=vak&bb_location=11&sc=60,"MolBiol.ru || Вакансии",199,19,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-03-02 11:09:23","2020-04-30 16:26:13",,en,0,0,,13
1112,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=120&can=vak&bb_location=11&sc=60,"MolBiol.ru || Вакансии",199,19,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-03-02 11:09:23","2020-04-30 16:26:13",,en,0,0,,13
1113,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=120&can=vak&bb_location=2&sc=100,"MolBiol.ru || Вакансии",198,32,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-05-02 12:50:58","2020-05-02 12:50:58",,en,0,0,,19
1114,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=120&can=vak&bb_location=2&sc=100,"MolBiol.ru || Вакансии",198,32,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-05-02 12:50:58","2020-05-02 12:50:58",,en,0,0,,19
1115,62,9,0,http://molbiol.ru/forums/lofiversion/index.php/t439668.html[/t579047.html,"Все форумы > MALDI-TOF, идентификация бактерий",29,3,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2018-12-10 10:06:52","2020-05-04 01:40:12",,,0,0,,3
1116,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=100&can=vak&bb_location=2,"MolBiol.ru || Вакансии",198,33,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-26 18:12:18","2020-04-26 18:12:18",,en,0,0,,19
1117,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=100&can=vak&bb_location=2,"MolBiol.ru || Вакансии",198,33,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-26 18:12:18","2020-04-26 18:12:18",,en,0,0,,19
1118,58,9,0,"https://publicwww.com/websites/""bebas.css""/","""bebas.css"" - 3736 Web pages - PublicWWW.com",30,25,https://fnkc-fmba.ru/,,,https://fnkc-fmba.ru/,"Nofollow, Content",,"2018-03-09 23:45:05","2020-03-03 04:50:31",,en,0,0,,22
1119,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=80&can=vak&bb_classes=28&sc=60,"MolBiol.ru || Вакансии",198,7,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-10-30 15:19:29","2020-04-30 08:17:46",,ru,0,0,,5
1120,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=80&can=vak&bb_classes=28&sc=60,"MolBiol.ru || Вакансии",198,7,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-10-30 15:19:29","2020-04-30 08:17:46",,ru,0,0,,5
1121,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=40&can=vak&bb_location=11&sc=60,"MolBiol.ru || Вакансии",199,19,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-02-27 00:33:42","2020-04-28 02:59:18",,en,0,0,,13
1122,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=40&can=vak&bb_location=11&sc=60,"MolBiol.ru || Вакансии",199,19,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-02-27 00:33:42","2020-04-28 02:59:18",,en,0,0,,13
1123,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=140&can=vak&bb_location=11&sc=60,"MolBiol.ru || Вакансии",199,19,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-03-03 01:03:09","2020-05-04 13:53:53",,en,0,0,,13
1124,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=140&can=vak&bb_location=11&sc=60,"MolBiol.ru || Вакансии",199,19,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-03-03 01:03:09","2020-05-04 13:53:53",,en,0,0,,13
1125,62,9,0,http://molbiol.ru/forums/index.php?act=Post&CODE=02&f=5&t=576735&langid=en,"molbiol.ru -> Replying in Phd в российско-швейцарско-датский проект",63,20,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-11-29 21:05:01","2020-04-30 23:22:28",,ru,0,0,,13
1126,62,9,0,http://molbiol.ru/forums/index.php?act=Post&CODE=02&f=5&t=576735&langid=en,"molbiol.ru -> Replying in Phd в российско-швейцарско-датский проект",63,20,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-11-29 21:05:01","2020-04-30 23:22:28",,ru,0,0,,13
1127,62,9,0,http://molbiol.ru/forums/index.php?act=Post&CODE=02&f=5&t=576735&langid=en&langid=2,"molbiol.ru -> Ответ в Phd в российско-швейцарско-датский проект",79,20,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-12-12 02:51:13","2020-05-06 06:51:17",,ru,0,0,,13
1128,62,9,0,http://molbiol.ru/forums/index.php?act=Post&CODE=02&f=5&t=576735&langid=en&langid=2,"molbiol.ru -> Ответ в Phd в российско-швейцарско-датский проект",79,20,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-12-12 02:51:13","2020-05-06 06:51:17",,ru,0,0,,13
1129,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=600&can=vak&bb_location=6&sc=640,"MolBiol.ru || Вакансии",203,19,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-23 11:45:36","2020-04-23 11:45:36",,ru,0,0,,15
1130,62,9,0,http://molbiol.ru/forums/index.php?act=catalog&sc=600&can=vak&bb_location=6&sc=640,"MolBiol.ru || Вакансии",203,19,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-23 11:45:36","2020-04-23 11:45:36",,ru,0,0,,15
1131,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br /t576735.html","Все форумы > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-10-23 16:52:14","2020-04-18 19:35:14",,ru,0,0,,3
1132,62,9,0,"http://molbiol.ru/forums/lofiversion/index.php/t9648<br /t576735.html","Все форумы > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2018-10-23 16:52:14","2020-04-18 19:35:14",,ru,0,0,,3
1133,62,9,0,http://www.molbiol.ru/forums/lofiversion/index.php/t576735.html,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-25 06:44:41","2020-04-25 06:44:41",,ru,0,0,,3
1134,62,9,0,http://www.molbiol.ru/forums/lofiversion/index.php/t576735.html,"Все форумы > Phd в российско-швейцарско-датский проект",13,4,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2020-04-25 06:44:41","2020-04-25 06:44:41",,ru,0,0,,3
