#,"Anchor Text","Referring Domains Total","Referring Domains with Anchor (Percent %)","Referring Domains Dofollow (desc)","Referring Domains Dofollow with Anchor (Percent %)","Referring Pages Count","Referring Pages with Anchor (Percent %)","First Seen","Last Check"
208,"апноэ сна",1,0.25,1,0.38,1,0.01,"2020-06-05 20:25:17","2020-06-05 20:25:17"
209,"асимметрия груди",2,0.50,1,0.38,2,0.01,"2014-03-21 05:32:22","2020-06-05 06:40:40"
210,"ахтямова наталья",1,0.25,1,0.38,1,0.01,"2020-06-06 11:33:12","2020-06-06 11:33:12"
211,блефаролифтинг,1,0.25,1,0.38,2,0.01,"2017-12-23 11:12:38","2019-08-13 13:16:00"
212,блефаропластики,1,0.25,1,0.38,2,0.01,"2019-02-26 07:09:08","2020-06-07 05:53:07"
213,"бородавки: причины появления, виды, методы удаления",1,0.25,1,0.38,1,0.01,"2019-06-17 23:26:18","2020-02-27 02:50:56"
214,брахиопластика,1,0.25,1,0.38,1,0.01,"2013-08-11 02:39:22","2013-08-11 02:39:22"
215,"вагиноз. симптомы и лечение бактериального вагиноза",1,0.25,1,0.38,3,0.02,"2020-01-05 12:17:53","2020-06-14 01:25:55"
216,"вагинопластика (пластика влагалища)",1,0.25,1,0.38,5,0.03,"2016-03-30 20:52:16","2020-06-04 18:53:33"
217,"варикозная болезнь",1,0.25,1,0.38,1,0.01,"2019-10-20 07:56:14","2020-06-08 07:11:11"
218,"вздутые вены",1,0.25,1,0.38,1,0.01,"2020-02-28 06:34:26","2020-02-28 06:34:26"
219,видео,1,0.25,1,0.38,2,0.01,"2020-05-16 20:04:29","2020-06-12 01:38:24"
220,виниры,1,0.25,1,0.38,4,0.03,"2017-12-31 16:19:19","2019-08-31 10:05:12"
221,вот,3,0.75,1,0.38,88,0.55,"2016-09-16 23:18:30","2020-06-12 05:26:32"
222,"вот здесь в статье",1,0.25,1,0.38,2,0.01,"2017-08-09 06:37:15","2020-05-30 22:37:34"
223,"вот список",1,0.25,1,0.38,1,0.01,"2019-01-21 08:33:55","2019-01-21 08:33:55"
224,"вот статья",1,0.25,1,0.38,6,0.04,"2017-08-14 23:48:56","2020-05-31 13:30:07"
225,"вот тут",1,0.25,1,0.38,2,0.01,"2020-06-12 18:27:40","2020-06-13 05:37:30"
226,гайморит,1,0.25,1,0.38,1,0.01,"2019-09-02 03:25:52","2019-09-02 03:25:52"
227,гидромеханопилинга,1,0.25,1,0.38,2,0.01,"2017-05-31 00:39:44","2020-06-06 18:56:16"
228,гинекология,1,0.25,1,0.38,1,0.01,"2019-07-19 01:02:16","2020-06-05 00:39:02"
229,гипоплазия,1,0.25,1,0.38,3,0.02,"2019-05-16 06:52:17","2020-05-23 17:17:46"
230,"гистероскопия. цели исследования.",1,0.25,1,0.38,4,0.03,"2017-03-02 13:51:09","2020-03-19 04:15:29"
231,глютеопластика,1,0.25,1,0.38,2,0.01,"2019-03-04 18:25:24","2020-05-03 19:14:10"
232,"губы без объема",1,0.25,1,0.38,1,0.01,"2018-05-07 18:27:44","2020-06-14 11:44:02"
233,"гусиные лапки",1,0.25,1,0.38,1,0.01,"2018-12-23 04:21:48","2018-12-23 04:21:48"
234,"гусиных лапок",1,0.25,1,0.38,2,0.01,"2018-03-22 02:24:11","2020-06-12 08:32:52"
235,"двойной подбородок",1,0.25,1,0.38,1,0.01,"2020-03-25 22:48:25","2020-03-25 22:48:25"
236,дерматоскопию,1,0.25,1,0.38,2,0.01,"2018-05-28 02:58:51","2020-04-26 02:14:24"
237,диастемы,1,0.25,1,0.38,3,0.02,"2019-05-16 06:52:17","2020-05-23 17:17:46"
238,"до и после блефаропластики",1,0.25,1,0.38,1,0.01,"2015-11-13 00:00:47","2015-11-13 00:00:47"
239,"до и после ринопластики",1,0.25,1,0.38,1,0.01,"2016-01-08 08:10:42","2020-06-06 11:39:55"
240,"егорова мария владимировна",1,0.25,1,0.38,1,0.01,"2018-12-20 19:24:02","2020-06-06 21:25:25"
241,"жирные волосы",1,0.25,1,0.38,1,0.01,"2014-06-11 19:38:30","2019-05-30 10:34:29"
242,"застойный простатит",1,0.25,1,0.38,1,0.01,"2019-10-20 18:49:42","2020-06-15 19:20:46"
243,зуд,1,0.25,1,0.38,1,0.01,"2017-11-24 07:24:59","2017-11-24 07:24:59"
244,"иван мамзин",1,0.25,1,0.38,1,0.01,"2020-05-29 10:34:31","2020-05-29 10:34:31"
245,"интимная хирургия",1,0.25,1,0.38,2,0.01,"2014-12-11 15:30:29","2020-06-06 10:21:53"
246,"интимная хирургия в ""frau klinik""",1,0.25,1,0.38,157,0.99,"2019-04-19 11:18:02","2020-06-16 08:52:53"
247,"интимное омоложение",1,0.25,1,0.38,2,0.01,"2018-12-21 20:50:54","2020-06-06 10:21:53"
248,"интимное омоложение в ""frau klinik""",1,0.25,1,0.38,157,0.99,"2019-04-19 11:18:02","2020-06-16 07:38:40"
249,информации,1,0.25,1,0.38,3,0.02,"2017-02-10 02:45:49","2020-05-30 08:15:45"
250,инфу,1,0.25,1,0.38,2,0.01,"2016-10-03 20:17:34","2020-03-27 17:44:49"
251,"инъекции ботокса",1,0.25,1,0.38,5,0.03,"2018-03-08 08:52:01","2020-06-04 12:27:25"
252,"история пациентки татьяны",2,0.50,1,0.38,4,0.03,"2017-05-23 11:48:42","2020-06-06 01:08:09"
253,"их сайт",1,0.25,1,0.38,1,0.01,"2017-04-29 02:20:01","2020-06-05 23:21:52"
254,"кино бумажные города 2015 смотреть онлайн aot",1,0.25,1,0.38,4,0.03,"2020-06-01 20:40:09","2020-06-01 20:59:16"
255,"клиника frau klinik",1,0.25,1,0.38,1,0.01,"2019-03-06 22:45:21","2020-06-04 21:44:44"
256,"клиника блохина",1,0.25,1,0.38,2,0.01,"2017-07-30 22:36:03","2020-06-16 04:21:24"
257,"клиника пластической хирургии профессора блохина и доктора вульфа, м. «авиамоторная» москва, лефортовский вал, д.5., стр. 7",1,0.25,1,0.38,1,0.01,"2019-07-19 04:06:17","2020-06-15 19:35:09"
258,"комплексные программы",2,0.50,1,0.38,21,0.13,"2016-07-21 20:59:34","2020-06-15 13:13:25"
259,"контурная пластика",1,0.25,1,0.38,1,0.01,"2020-06-14 14:11:12","2020-06-14 14:11:12"
260,"контурная пластика губ",1,0.25,1,0.38,1,0.01,"2018-05-07 18:27:44","2020-06-14 11:44:02"
261,"контурной пластики",1,0.25,1,0.38,1,0.01,"2019-02-09 18:48:36","2020-02-09 21:06:40"
262,"коррекция формы груди",1,0.25,1,0.38,1,0.01,"2019-04-04 03:31:03","2019-04-04 03:31:03"
263,косметологии,1,0.25,1,0.38,1,0.01,"2019-07-19 01:02:16","2020-06-05 00:39:02"
264,"кредит на пластические операции",1,0.25,1,0.38,1,0.01,"2020-04-21 15:34:32","2020-04-21 15:34:32"
265,"купить со скидкой",1,0.25,1,0.38,1,0.01,"2020-04-15 08:40:04","2020-04-15 08:40:04"
266,"лабиопластика (пластика половых губ)",1,0.25,1,0.38,5,0.03,"2016-03-30 20:52:16","2020-06-12 12:52:44"
267,"лазерная эпиляция",1,0.25,1,0.38,1,0.01,"2020-06-14 14:11:12","2020-06-14 14:11:12"
268,"лазерное интимное омоложение влагалища",1,0.25,1,0.38,3,0.02,"2016-10-30 13:10:38","2020-04-29 02:44:23"
269,"левша 2015 смотреть онлайн полный фильм 4vh",1,0.25,1,0.38,4,0.03,"2015-09-05 22:15:27","2020-05-31 21:13:05"
270,"левша смотреть онлайн hd fte",1,0.25,1,0.38,4,0.03,"2016-02-16 17:34:29","2020-05-31 16:34:47"
271,"лечение в трихологии",1,0.25,1,0.38,2,0.01,"2019-02-01 06:11:02","2019-02-02 09:05:28"
272,"лечение гипергидроза",1,0.25,1,0.38,4,0.03,"2018-02-13 07:56:52","2020-06-11 23:22:31"
273,"лечение храпа",1,0.25,1,0.38,1,0.01,"2020-06-05 20:25:17","2020-06-05 20:25:17"
274,"лечение цистита",1,0.25,1,0.38,2,0.01,"2019-10-20 20:46:55","2019-10-20 22:07:19"
275,"лечении гипергидроза",1,0.25,1,0.38,19,0.12,"2016-10-10 17:17:51","2020-06-16 03:20:04"
276,"лицо нефертити",1,0.25,1,0.38,4,0.03,"2018-01-27 10:55:38","2020-06-06 06:51:23"
277,"малоинвазивного эндоскопического увеличения груди",1,0.25,1,0.38,2,0.01,"2016-10-11 22:54:04","2020-06-07 10:07:26"
278,маммологии,1,0.25,1,0.38,1,0.01,"2019-07-19 01:02:16","2020-06-05 00:39:02"
279,"марии владимировны егоровой",1,0.25,1,0.38,1,0.01,"2015-11-13 00:00:47","2015-11-13 00:00:47"
280,"мария егорова",1,0.25,1,0.38,3,0.02,"2018-08-03 12:39:42","2020-06-13 21:22:53"
281,массаж,1,0.25,1,0.38,4,0.03,"2018-01-27 10:55:38","2020-06-06 06:51:23"
282,мезо,1,0.25,1,0.38,1,0.01,"2016-01-03 19:22:35","2016-01-03 19:22:35"
283,"мезотерапия. безоперационное омоложение кожи мезотерапией",1,0.25,1,0.38,2,0.01,"2016-05-18 21:04:00","2020-01-21 20:10:56"
284,"мини-лифтинг (лицо)",1,0.25,1,0.38,1,0.01,"2014-02-27 12:46:03","2014-02-27 12:46:03"
285,миниабдоминопластика,1,0.25,1,0.38,1,0.01,"2018-12-20 19:12:25","2020-06-15 08:04:33"
286,миниабдоминопластики,1,0.25,1,0.38,3,0.02,"2016-05-09 01:52:28","2020-05-30 07:48:57"
287,"миома матки",1,0.25,1,0.38,1,0.01,"2020-01-11 17:45:13","2020-01-11 17:45:13"
288,"морщины на лбу. устранение морщин на лбу ботоксом и другими методами",1,0.25,1,0.38,2,0.01,"2018-10-16 07:09:16","2020-02-28 12:24:26"
289,"московская клиника пластической хирургии",1,0.25,1,0.38,3,0.02,"2018-12-23 11:01:43","2020-05-27 05:58:05"
290,"московская клиника фрау клиник",1,0.25,1,0.38,1,0.01,"2020-01-17 14:14:04","2020-05-26 22:29:01"
291,"на сайте frau klinik",1,0.25,1,0.38,6,0.04,"2017-12-22 18:10:09","2020-04-10 15:52:19"
292,"на сайте фрау клиник",1,0.25,1,0.38,1,0.01,"2019-06-29 00:24:27","2020-06-16 00:40:26"
293,"налет на зубах",1,0.25,1,0.38,1,0.01,"2020-04-29 04:58:28","2020-04-29 04:58:28"
294,"небольшая скученность зубов",1,0.25,1,0.38,1,0.01,"2019-02-09 18:48:36","2020-02-09 21:06:40"
295,"недержание мочи",1,0.25,1,0.38,1,0.01,"2018-12-22 03:53:40","2018-12-22 03:53:40"
296,"немецкая стоматология - frau dent",1,0.25,1,0.38,5,0.03,"2017-07-08 14:51:37","2020-06-06 05:39:53"
297,неоарт,1,0.25,1,0.38,1,0.01,"2018-04-22 14:34:16","2020-06-06 04:27:19"
298,"нитевой лифтинг",1,0.25,1,0.38,2,0.01,"2018-03-22 14:33:42","2020-06-12 09:35:04"
299,"новинки отделения косметологии",1,0.25,1,0.38,1,0.01,"2020-04-21 15:34:32","2020-04-21 15:34:32"
300,"новости компании",1,0.25,1,0.38,1,0.01,"2020-04-21 15:34:32","2020-04-21 15:34:32"
301,"носогубные складки",1,0.25,1,0.38,1,0.01,"2018-04-25 01:55:46","2018-04-25 01:55:46"
302,"обвисании молочных желез",1,0.25,1,0.38,1,0.01,"2020-01-20 11:55:23","2020-01-20 11:55:23"
303,"обвисший живот",1,0.25,1,0.38,1,0.01,"2016-03-02 00:08:58","2020-06-15 08:04:33"
304,"общий массаж",1,0.25,1,0.38,1,0.01,"2018-09-25 06:16:43","2018-09-25 06:16:43"
305,"озонотерапия. показания, описание озонотерапии. применении для похудения",1,0.25,1,0.38,2,0.01,"2016-06-15 21:38:09","2020-06-08 08:52:57"
306,"олег бадак",1,0.25,1,0.38,1,0.01,"2020-06-06 20:06:06","2020-06-06 20:06:06"
307,"олеся чапкънова",1,0.25,1,0.38,1,0.01,"2020-06-13 07:59:59","2020-06-13 07:59:59"
308,"операции по увеличению груди",1,0.25,1,0.38,2,0.01,"2016-03-15 05:21:29","2020-06-10 16:41:51"
309,"отечный синдром",1,0.25,1,0.38,2,0.01,"2019-08-13 20:14:14","2020-06-08 02:59:39"
310,отоларингология,1,0.25,1,0.38,1,0.01,"2019-07-19 01:02:16","2020-06-05 00:39:02"
311,отопластики,1,0.25,1,0.38,7,0.04,"2019-05-26 07:09:01","2020-05-25 07:30:56"
312,"официальный сайт",2,0.50,1,0.38,6,0.04,"2019-05-01 05:34:34","2020-05-25 20:39:24"
313,пародонтит,1,0.25,1,0.38,2,0.01,"2018-05-20 10:22:49","2020-05-30 16:36:41"
314,перейти,1,0.25,1,0.38,44,0.28,"2018-10-21 17:47:28","2020-05-21 07:28:29"
315,"перейти >>",1,0.25,1,0.38,1,0.01,"2019-05-06 12:05:52","2019-05-06 12:05:52"
316,"перейти на сайт",2,0.50,1,0.38,7,0.04,"2018-10-23 10:44:26","2020-05-31 11:09:07"
317,перхоть,1,0.25,1,0.38,3,0.02,"2018-04-14 21:59:32","2020-05-05 03:40:02"
318,"пигментных пятен",1,0.25,1,0.38,1,0.01,"2020-05-22 22:20:01","2020-05-22 22:20:01"
319,"пластика век",1,0.25,1,0.38,2,0.01,"2015-03-29 21:07:07","2020-06-14 06:13:44"
320,"пластика влагалища",2,0.50,1,0.38,3,0.02,"2018-12-22 06:48:59","2020-06-15 07:03:31"
321,"пластика голеней",1,0.25,1,0.38,1,0.01,"2013-08-10 09:51:42","2020-01-02 19:18:38"
322,"пластика живота (абдоминопластика)",1,0.25,1,0.38,1,0.01,"2015-08-24 15:40:56","2015-08-24 15:40:56"
323,"пластика кончика носа",1,0.25,1,0.38,5,0.03,"2017-06-19 14:54:26","2020-05-04 10:08:31"
324,"пластика мочек",1,0.25,1,0.38,7,0.04,"2019-05-26 07:09:01","2020-05-25 07:30:56"
325,"пластика подбородка",1,0.25,1,0.38,1,0.01,"2020-04-02 14:59:59","2020-04-02 14:59:59"
326,"пластика подбородка (ментопластика)",1,0.25,1,0.38,1,0.01,"2020-03-25 03:49:00","2020-03-25 03:49:00"
327,"пластическая операция по увеличению груди",1,0.25,1,0.38,2,0.01,"2016-10-22 03:49:56","2020-06-03 09:38:24"
328,"пластическая хирургия в известной клинике",1,0.25,1,0.38,2,0.01,"2018-04-21 13:34:15","2020-06-07 20:32:45"
329,"пластическая хирургия в клинике блохина",1,0.25,1,0.38,1,0.01,"2018-12-21 08:56:25","2020-05-30 04:39:06"
330,"пластическая хирургия в московской клинике",1,0.25,1,0.38,1,0.01,"2020-04-28 05:51:45","2020-05-27 09:58:10"
331,"пластические операции",1,0.25,1,0.38,4329,27,"2019-07-19 12:54:08","2020-06-16 10:34:49"
332,"пластическом хирурге глебе тумакове",1,0.25,1,0.38,2,0.01,"2016-03-15 19:23:47","2020-06-04 08:41:40"
333,"плоские ягодицы",1,0.25,1,0.38,1,0.01,"2015-04-07 07:23:36","2015-04-07 07:23:36"
334,"подольской т.в",1,0.25,1,0.38,2,0.01,"2018-12-23 16:31:18","2019-08-03 03:49:53"
335,"подробнее о клинике...",1,0.25,1,0.38,4055,26,"2020-02-28 03:05:22","2020-05-29 22:08:36"
336,"подробнее о скидках",1,0.25,1,0.38,2,0.01,"2017-04-17 03:02:49","2020-06-05 23:37:11"
337,"подробнее о скидках...",1,0.25,1,0.38,1,0.01,"2020-02-28 13:43:47","2020-02-28 13:43:47"
338,подробнее...,1,0.25,1,0.38,2,0.01,"2020-06-03 14:07:13","2020-06-05 23:32:56"
339,"подробно здесь",1,0.25,1,0.38,1,0.01,"2020-01-17 14:14:04","2020-06-14 17:58:03"
340,"подтяжка лба",1,0.25,1,0.38,2,0.01,"2020-06-05 22:25:30","2020-06-06 05:56:16"
341,"подтяжка лица",2,0.50,1,0.38,2,0.01,"2015-01-14 07:53:16","2020-06-15 14:04:34"
342,"подтяжке груди",1,0.25,1,0.38,1,0.01,"2020-01-20 11:55:23","2020-01-20 11:55:23"
343,"подтяжки груди",2,0.50,1,0.38,3,0.02,"2019-01-12 01:50:02","2019-06-06 23:08:54"
344,"полной абдоминопластики",1,0.25,1,0.38,3,0.02,"2016-05-09 01:52:28","2020-06-13 21:21:39"
345,"полный прейскурант",1,0.25,1,0.38,1,0.01,"2019-05-08 15:31:20","2019-05-08 15:31:20"
346,посмотреть,1,0.25,1,0.38,1,0.01,"2015-08-22 16:58:26","2015-08-22 16:58:26"
347,постакне,1,0.25,1,0.38,1,0.01,"2020-05-22 22:20:01","2020-05-22 22:20:01"
348,"посткоитальный цистит",1,0.25,1,0.38,2,0.01,"2019-10-20 20:46:55","2019-10-20 22:07:19"
349,"прокол при гайморите",1,0.25,1,0.38,1,0.01,"2019-09-02 03:25:52","2019-09-02 03:25:52"
350,простатит,1,0.25,1,0.38,1,0.01,"2019-10-20 18:49:42","2020-06-15 19:20:46"
351,процедуру,1,0.25,1,0.38,17,0.11,"2016-05-14 07:25:13","2020-06-13 06:19:52"
352,"растяжек на груди",1,0.25,1,0.38,1,0.01,"2020-01-20 11:55:23","2020-01-20 11:55:23"
353,расширение,1,0.25,1,0.38,2,0.01,"2019-09-09 07:41:56","2020-06-05 11:45:49"
354,"ринопластика носа",1,0.25,1,0.38,3,0.02,"2017-12-23 00:00:30","2020-06-10 22:51:30"
355,"ринопластике в клинике frau klinik",1,0.25,1,0.38,2,0.01,"2016-03-15 19:23:47","2020-06-12 01:43:19"
356,"с.м. портного",1,0.25,1,0.38,1,0.01,"2019-07-19 01:02:16","2020-06-05 00:39:02"
357,"с.н. блохина",1,0.25,1,0.38,1,0.01,"2019-07-19 01:02:16","2020-06-05 00:39:02"
358,сайт,1,0.25,1,0.38,1,0.01,"2020-02-02 16:15:10","2020-02-02 16:15:10"
359,"сайт его клиники",1,0.25,1,0.38,1,0.01,"2017-02-27 01:25:24","2020-06-10 21:08:28"
360,"сделать узи органов малого таза",1,0.25,1,0.38,1,0.01,"2019-09-19 13:40:34","2020-06-10 12:07:21"
361,"сергея николаевича блохина",1,0.25,1,0.38,1,0.01,"2015-12-07 23:01:16","2015-12-07 23:01:16"
362,"скидка 10% на все виды маммопластики",3,0.75,1,0.38,4,0.03,"2018-06-26 01:08:23","2020-06-15 23:57:22"
363,"скидка 30% на микрорино",1,0.25,1,0.38,3,0.02,"2017-04-29 06:42:13","2020-06-04 09:49:36"
364,скидки,1,0.25,1,0.38,2,0.01,"2019-02-20 02:26:09","2020-06-03 09:44:37"
365,склеротерапии,2,0.50,1,0.38,2,0.01,"2019-08-19 17:26:57","2020-06-08 07:11:11"
366,"современная пластическая хирургия",1,0.25,1,0.38,2,0.01,"2019-02-20 19:17:39","2020-06-04 17:34:32"
367,"соломон маисович абрамян",1,0.25,1,0.38,3,0.02,"2016-09-12 23:15:56","2020-02-27 02:50:04"
368,"соломона абрамяна",1,0.25,1,0.38,1,0.01,"2017-04-17 22:50:02","2017-04-17 22:50:02"
369,"сосудистых звездочках",1,0.25,1,0.38,2,0.01,"2018-03-22 02:24:11","2020-06-12 08:32:52"
370,"специальном сайте",1,0.25,1,0.38,1,0.01,"2019-01-15 04:29:35","2019-01-15 04:29:35"
371,ссылка,1,0.25,1,0.38,3,0.02,"2015-05-20 20:35:17","2020-06-08 19:28:50"
372,"ссылка на страницу",1,0.25,1,0.38,10,0.06,"2019-09-30 05:20:08","2020-06-16 04:23:07"
373,статья,2,0.50,1,0.38,10,0.06,"2016-03-20 16:53:44","2020-06-01 04:02:20"
374,стираемость,1,0.25,1,0.38,3,0.02,"2019-05-16 06:52:17","2020-05-23 17:17:46"
375,"сухая кожа",1,0.25,1,0.38,1,0.01,"2016-04-04 06:06:20","2016-04-04 06:06:20"
376,"сухие волосы",1,0.25,1,0.38,1,0.01,"2020-06-06 01:13:29","2020-06-06 01:13:29"
377,сухость,1,0.25,1,0.38,2,0.01,"2019-10-09 10:43:35","2019-10-14 23:54:42"
378,"сухость во влагалище",1,0.25,1,0.38,2,0.01,"2019-09-09 07:41:56","2019-09-24 12:57:48"
379,"татьяна подольская",1,0.25,1,0.38,1,0.01,"2020-01-11 17:45:13","2020-01-11 17:45:13"
380,"творожистые выделения из влагалища",1,0.25,1,0.38,1,0.01,"2019-09-19 13:40:34","2020-06-10 12:07:21"
381,тонзиллит,1,0.25,1,0.38,1,0.01,"2019-08-14 08:05:09","2019-08-14 08:05:09"
382,трихология,1,0.25,1,0.38,1,0.01,"2014-06-11 19:38:30","2019-05-30 10:34:29"
383,"трихология. методы лечения в отделении трихологии нашей клиники",1,0.25,1,0.38,1,0.01,"2017-07-27 22:05:50","2020-06-11 23:32:19"
384,тромбоэктомия,1,0.25,1,0.38,1,0.01,"2020-02-28 06:34:26","2020-02-28 06:34:26"
385,"тут целый список",1,0.25,1,0.38,2,0.01,"2016-09-18 05:48:12","2020-02-03 21:13:50"
386,"увеличение груди фото",1,0.25,1,0.38,1,0.01,"2013-10-08 00:17:09","2020-05-31 03:00:36"
387,"увеличение молочных желез",1,0.25,1,0.38,1,0.01,"2019-05-08 14:05:37","2020-06-15 05:11:23"
388,"увеличением точки g и клитора",1,0.25,1,0.38,2,0.01,"2019-09-09 07:41:56","2020-06-05 11:45:49"
389,"увеличения груди имплантами",1,0.25,1,0.38,1,0.01,"2020-05-23 18:14:02","2020-05-23 18:14:02"
390,"удаление косточки на ноге: коррекция вальгусной деформации стопы",1,0.25,1,0.38,1,0.01,"2020-05-04 17:38:02","2020-05-04 17:38:02"
391,"удаление пигментных пятен на лице",1,0.25,1,0.38,1,0.01,"2016-03-30 15:21:33","2020-03-03 14:31:53"
392,"удалением миндалин",1,0.25,1,0.38,1,0.01,"2019-08-14 08:05:09","2019-08-14 08:05:09"
393,"узи вен",1,0.25,1,0.38,3,0.02,"2019-08-09 08:32:12","2020-05-25 19:07:14"
394,"узи органов малого таза",1,0.25,1,0.38,1,0.01,"2020-01-11 17:45:13","2020-01-11 17:45:13"
395,"узнать о клинике",1,0.25,1,0.38,2,0.01,"2020-02-05 04:02:27","2020-06-06 02:37:42"
396,"ультразвуковая липосакция.",1,0.25,1,0.38,1,0.01,"2019-09-11 06:10:12","2019-09-11 06:10:12"
397,"ультразвуковая чистка лица",1,0.25,1,0.38,2,0.01,"2014-11-03 18:17:03","2014-11-03 18:17:03"
398,"уменьшение груди фото",1,0.25,1,0.38,1,0.01,"2014-01-06 13:21:41","2020-02-13 02:19:10"
399,"устранением лопоухости",1,0.25,1,0.38,7,0.04,"2019-05-26 07:09:01","2020-05-25 07:30:56"
400,"ушивание влагалища",1,0.25,1,0.38,2,0.01,"2018-04-21 18:39:11","2020-06-08 14:52:15"
401,фейслифтинг,2,0.50,1,0.38,3,0.02,"2017-09-06 09:42:55","2017-10-08 19:13:00"
402,"флеботропной терапией",1,0.25,1,0.38,2,0.01,"2019-08-13 20:14:14","2020-06-08 02:59:39"
403,флюороз,1,0.25,1,0.38,3,0.02,"2019-05-16 06:52:17","2020-05-23 17:17:46"
404,фото,1,0.25,1,0.38,22,0.14,"2015-07-10 09:48:55","2020-06-13 12:06:07"
405,"фрау дент",1,0.25,1,0.38,4,0.03,"2017-10-10 10:56:00","2020-05-31 17:28:27"
406,"хиромассажем лица",1,0.25,1,0.38,4,0.03,"2018-01-27 10:55:38","2020-06-06 06:51:23"
407,"хирургическая подтяжка лица",1,0.25,1,0.38,1,0.01,"2014-02-27 12:46:03","2014-02-27 12:46:03"
408,"хирургическое увеличение груди",1,0.25,1,0.38,1,0.01,"2016-04-04 19:06:36","2020-06-03 08:33:37"
409,"хирургическое удлинение ног",1,0.25,1,0.38,1,0.01,"2020-03-30 17:06:05","2020-03-30 17:06:05"
410,"хирургия красоты (пластическая хирургия)",1,0.25,1,0.38,1,0.01,"2019-05-08 14:05:37","2020-06-15 05:11:23"
411,"целый раздел",1,0.25,1,0.38,4,0.03,"2016-08-06 05:07:15","2020-06-10 23:12:07"
412,"цены на увеличение груди",1,0.25,1,0.38,1,0.01,"2014-05-03 08:00:59","2020-05-27 13:05:58"
413,"цуканов владимир",1,0.25,1,0.38,1,0.01,"2020-06-11 15:09:10","2020-06-11 15:09:10"
414,"человек-муравей фильм 2015 торрент w96",1,0.25,1,0.38,4,0.03,"2015-08-29 00:40:46","2020-06-02 09:49:27"
415,читать,1,0.25,1,0.38,2,0.01,"2016-03-22 12:21:48","2020-05-27 22:36:34"
416,"шелушение кожи головы",1,0.25,1,0.38,1,0.01,"2020-06-06 01:13:29","2020-06-06 01:13:29"
417,"эндопротезирование груди",1,0.25,1,0.38,1,0.01,"2019-04-04 03:31:03","2019-04-04 03:31:03"
418,"эндоскопическое увеличение груди у ведущих пластических хирургов «фрау клиник» - от 160 000 рублей",1,0.25,1,0.38,2,0.01,"2017-02-25 11:00:34","2020-06-13 13:13:13"
419,"эстетическая гинекология",1,0.25,1,0.38,1,0.01,"2019-07-19 01:02:16","2020-06-05 00:39:02"
420,"этот сайт",1,0.25,1,0.38,1,0.01,"2019-02-10 03:49:13","2020-06-06 09:04:08"
421,�������,1,0.25,1,0.38,1,0.01,"2020-05-01 07:28:18","2020-05-01 07:28:18"
422,"������������ ��������",1,0.25,1,0.38,1,0.01,"2020-05-01 07:28:18","2020-05-01 07:28:18"
423,/about/,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
424,/about/article_adel_sergeenkova_povtor_mammoplast_blohin.php,1,0.25,0,0,2,0.01,"2019-12-30 22:10:55","2020-06-08 06:49:33"
425,/about/article_breast_cancer_6facts.php,1,0.25,0,0,2,0.01,"2019-12-30 22:10:55","2020-06-08 06:49:33"
426,/about/article_man_varikoz_mif_realnost.php,1,0.25,0,0,2,0.01,"2019-12-30 22:10:55","2020-06-08 06:49:33"
427,/about/article_v_sokolovskiy_mother_plast_oper.php,1,0.25,0,0,2,0.01,"2019-12-30 22:10:55","2020-06-08 06:49:33"
428,/about/blog.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
429,/about/our_clinics.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
430,/about/patients_stories.php,1,0.25,0,0,2,0.01,"2019-12-30 22:10:55","2020-06-08 06:49:33"
431,/about/patsientam.php,1,0.25,0,0,2,0.01,"2019-12-30 22:10:55","2020-06-08 06:49:33"
432,/about/star_patients.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
433,/about/story_vodonaeva.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
434,/about/video_10_years.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
435,/about/video_perezagruzka.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
436,/beauty_salon/,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
437,/contacts/#frau_lef,1,0.25,0,0,2,0.01,"2019-12-30 22:10:55","2020-06-08 06:49:33"
438,/contacts/user_agreement.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
439,/cosmetologia/,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
440,/do_i_posle/,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
441,/doctor/,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
442,/doctor/abramyan.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
443,/doctor/badak.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
444,/doctor/blohin.php,1,0.25,0,0,2,0.01,"2019-10-28 03:40:38","2020-06-08 06:49:33"
