#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
279,4,47,10,1,https://vrachivmeste.ru/partners/,"Наши партнеры:",62,122,http://fnkc-fmba.ru/,,"ФНКЦ ФМБА",,"Dofollow, Image",,"2018-04-21 02:48:52","2020-06-15 11:02:03",,ru,0,0,,97
280,6,62,10,0,https://eva.ru/mobile/forum/messages-for/142637/3387114.htm,Ева.Ру,18,6,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Nofollow,,"2018-04-09 11:04:26","2020-04-07 03:28:58",,et,0,0,,3
281,6,62,10,0,https://eva.ru/mobile/forum/messages-for/142637/3387114.htm,Ева.Ру,18,6,http://fnkc-fmba.ru/department/pulmonology/,,http://fnkc-fmba.ru/department/pulmonology/,,Nofollow,,"2018-04-09 11:04:26","2020-04-07 03:28:58",,et,0,0,,3
282,1,62,10,0,https://eva.ru/forum/mobile/topic/3553918.htm,"МРТ в Москве - где лучше сделать?",33,4,https://fnkc-fmba.ru/,"Я делала МРТ головного мозга и шеи вот здесь",https://fnkc-fmba.ru/,,Nofollow,,"2019-01-27 14:30:19","2020-04-13 08:42:39",,ru,0,0,,4
283,2,51,10,0,http://lj.rossia.org/users/aculeata/1021183.html,"злой чечен ползет на берег -",184,8,http://fnkc-fmba.ru/,"рядом с вами ( и нами ) есть такое -",http://www.kb83.com/,"там сдаешь кровь, и тебе рассказывают, на что у тебя",Dofollow,,"2016-02-21 20:21:23","2020-04-05 04:48:45",,,0,0,,7
284,2,62,10,0,https://eva.ru/forum/mobile/topic/2964091.htm,"нии бурденко нейрохирургия цена вопроса?",59,4,http://fnkc-fmba.ru/,"Моя мама удаляла менингиому тут",http://fnkc-fmba.ru/,,Nofollow,,"2017-07-23 04:24:22","2020-05-11 11:05:40",,ru,0,0,,3
285,4,62,10,0,https://www.remedium.ru/news/Trudnyy-diagnoz-pri-boleznyakh-organov-dykhaniya/,"Новости медицины фармации и здравоохранения | новостной портал",45,10,http://fnkc-fmba.ru/sobytiya/trudnyy-diagnoz-pri-boleznyakh-organov-dykhaniya/,"участие в конференции можно на сайте ФГБУ ФНКЦ ФМБА России:",http://fnkc-fmba.ru/sobytiya/trudnyy-diagnoz-pri-boleznyakh-organov-dykhaniya/,.,Dofollow,,"2020-04-12 01:53:20","2020-04-12 01:53:20",,ru,0,0,,8
286,2,62,10,0,https://eva.ru/beauty/messages-3272596.htm,"посоветуйте ревматолога очень надо",67,12,http://fnkc-fmba.ru/doctors/,"Ясюкевич Н.В 83 больница",http://www.kb83.com/doctors/,,Nofollow,,"2020-05-20 11:28:23","2020-05-20 11:28:23",,ru,0,0,,9
287,2,62,10,0,https://eva.ru/forum/mobile/topic/3037319.htm,"шейный остеохондроз-очень нужен доктор!!",50,5,http://fnkc-fmba.ru/pages/fto.php,,http://www.kb83.com/pages/fto.php,,Nofollow,,"2019-09-17 01:25:38","2020-05-02 18:23:06",,ru,0,0,,4
288,2,62,10,0,https://maxpark.com/community/7994/content/5825696,"Вернут ли Крым? | АНТИЗОМБИН - лекарство от мракобесия",51,30,http://fnkc-fmba.ru/services/11725/,,"ссылка на fnkc-fmba.ru",,Nofollow,,"2017-06-03 20:20:19","2020-06-12 20:03:41",,ru,0,0,,15
289,18,62,10,0,https://www.remedium.ru/news/relis/detail.php?view_result=Y&ID=71416,"Новости медицины фармации и здравоохранения | новостной портал",47,11,http://fnkc-fmba.ru/,,www.fnkc-fmba.ru,,Dofollow,,"2020-03-11 18:48:41","2020-03-11 18:48:41",,ru,0,0,,8
290,2,56,10,0,http://www.orgpage.ru/moskva/fgbu-fnkts-fmba-rossii-5528000.html,"ФНКЦ ФМБА РОССИИ, ФГБУ Москва - телефон, адрес, отзывы, контакты",32,11,https://fnkc-fmba.ru/,Сайт:,fnkc-fmba.ru,,Nofollow,,"2018-09-20 10:25:25","2020-04-23 21:28:58",,ru,0,1,,6
291,98,62,10,0,http://molbiol.ru/forums/index.php?act=ST&f=5&t=576735,"molbiol.ru -> Phd в российско-швейцарско-датский проект",98,20,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,Dofollow,,"2017-04-24 14:57:52","2020-04-09 13:12:12",,ru,0,0,,13
292,1,62,10,0,https://med.sevastopol.su/2020/06/03/zhiteli-kryma-mogut-poluchit-konsultaciju-vracha-iz-moskvy-onlajn/,"Жители Крыма могут получить консультацию врача из Москвы онлайнForPost - Здоровье |",72,5,https://telemed.fnkc-fmba.ru/fnkc-fmba/patient/online/doctors/all,,https://telemed.fnkc-fmba.ru/fnkc-fmba/patient/online/doctors/all,,"Dofollow, Content",,"2020-06-06 15:52:44","2020-06-06 15:52:44",,ru,0,0,,3
293,1,62,10,0,https://med.sevastopol.su/2020/06/03/zhiteli-kryma-mogut-poluchit-konsultaciju-vracha-iz-moskvy-onlajn/,"Жители Крыма могут получить консультацию врача из Москвы онлайнForPost - Здоровье |",72,5,https://telemed.fnkc-fmba.ru/fnkc-fmba/patient/products,,https://telemed.fnkc-fmba.ru/fnkc-fmba/patient/products,,"Dofollow, Content",,"2020-06-06 15:52:44","2020-06-06 15:52:44",,ru,0,0,,3
294,1,62,10,0,https://med.sevastopol.su/2020/06/10/10-ijunja-zhiteli-kryma-mogut-uznat-vse-o-gipertonicheskoj-bolezni-besplatno/,"10 июня жители Крыма могут узнать все о гипертонической болезни бесплатноForPost - Здоровье |",73,4,https://fnkc-fmba.ru/online/chto-takoe-arterialnaya-gipertoniya-i-chem-ona-opasna/,,https://fnkc-fmba.ru/online/chto-takoe-arterialnaya-gipertoniya-i-chem-ona-opasna/,,"Dofollow, Content",,"2020-06-11 15:27:19","2020-06-11 15:27:19",,ru,0,0,,3
295,3,57,10,0,https://news2.ru/story/557248/,"Федеральный научно-клинический центр ФМБА России поделится опытом в лечении новообразований молочной железы / news2.ru",167,6,http://fnkc-fmba.ru/sobytiya/,"Регистрация на семинар на сайте",fnkc-fmba.ru/aktsii/otkrytyy-seminar-dlya-zhenshchin-po-onkologicheskim-zabolevaniya-molochnoy-zhelezy/,,"Nofollow, Content",,"2020-03-23 19:51:18","2020-03-23 19:51:18",,ru,0,0,,4
296,1,53,10,0,https://mbk-news.appspot.com/suzhet/vrachi-ne-vyderzhivayut/,"Нехватка средств защиты, перепрофилирование, давление властей: почему не все врачи выдерживают борьбу с коронавирусом – МБХ медиа",37,34,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,,погибла,,"Dofollow, Content",,"2020-05-12 13:01:46","2020-05-26 17:42:26",,ru,0,7,,23
297,6,62,10,0,http://molbiol.ru/forums/index.php?act=Post&CODE=02&f=5&t=576735&qpid=1660604,"molbiol.ru -> Ответ в Phd в российско-швейцарско-датский проект",79,20,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/[/url],,Dofollow,,"2019-06-25 05:25:07","2020-03-20 07:47:04",,ru,0,0,,13
298,2,62,10,0,http://molbiol.ru/forums/index.php?act=Print&client=printer&f=5&t=576735,"��� ������ [Powered by Invision Power Board]",1,2,http://fnkc-fmba.ru/,,"http://fnkc-fmba.ru/ ( ��������� e-mail http://molbiol.ru/forums/index.php?act=Mail&CODE=00&MID=9082",),"Dofollow, Image",,"2017-04-04 13:29:16","2020-03-22 02:56:25",,en,0,0,,1
299,4,59,10,0,http://www.zdrav.spb.ru/en/news/829/,"Health Committee of St. Petersburg | News",157,9,https://fnkc-fmba.ru/employees/426-tereshchenko_vasiliy_ivanovich/,"об основах оценки количественных показателей, будут рассмотрены клинические случаи. Лектор","В.И. Терещенко",", к.м.н., сердечно-сосудистый хирург отделения кардиохирургии ФНКЦ ФМБА, Москва.","Dofollow, Content",,"2019-05-15 04:11:49","2020-05-16 07:29:36",,ru,0,0,,5
300,12,58,10,0,"https://publicwww.com/websites/""slide7.jpg""/4","""slide7.jpg"" - 47542 Web pages - PublicWWW.com",33,23,https://fnkc-fmba.ru/,,,https://fnkc-fmba.ru/,"Nofollow, Content",,"2020-05-05 08:06:32","2020-05-05 08:06:32",,en,0,0,,22
301,9,58,9,0,https://www.startsmile.ru/stomatologii/fnkts-fmba.html?frompromo=search_metro,"Стоматология Федерального научно-клинического центра ФМБА, Ореховый б-р, д. 28: отзывы, цены на услуги, врачи, фото, акции",74,15,http://fnkc-fmba.ru/,,"Сайт клиники",,Nofollow,,"2020-06-07 02:16:11","2020-06-07 02:16:11",,ru,0,0,,10
302,3,63,9,0,https://yandex.uz/profile/1046828782,Яндекс,15,3,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Dofollow,,"2020-03-25 16:22:14","2020-03-25 16:22:14",,ru,0,0,,2
303,1,59,9,0,https://wiki.monavista.ru/Федеральное_медико-биологическое_агентство,"Федеральное медико-биологическое агентство — Википедия",123,20,https://fnkc-fmba.ru/,,"Официальный сайт ФНКЦ ФМБА России",,Nofollow,,"2019-10-14 15:29:41","2020-06-06 10:08:06",,,0,0,,14
304,10,53,9,0,http://con-med.ru/activity/274235/274235/,"Мероприятия — Научно-практическая конференция с международным участием «КАРДИО-2019» - Consilium Medicum",106,15,https://fnkc-fmba.ru/sobytiya/kardio-2019/,,https://fnkc-fmba.ru/sobytiya/kardio-2019/,,"Dofollow, Content",,"2020-02-09 13:10:31","2020-02-09 13:10:31",,ru,0,0,,8
305,5,53,9,0,http://con-med.ru/activity/274235/274235/,"Мероприятия — Научно-практическая конференция с международным участием «КАРДИО-2019» - Consilium Medicum",106,15,https://fnkc-fmba.ru/sobytiya/moskovskiy-mezhdunarodnyy-sammit-po-lecheniyu-zheludochkovykh-narusheniy-ritma-vnezapnoy-serdechnoy-/?fbclid=IwAR12KHjCdRIjZ4YqJChrm9Hc1157nlKCvj6a57uru49DzfbHUw-0VEEzINc,,https://fnkc-fmba.ru/…/moskovskiy-mezhdunarodnyy-sammit-po…/,,"Dofollow, Content",,"2019-11-05 15:06:31","2020-02-09 13:10:31",,ru,0,0,,8
306,4,35,9,0,http://guns.allzip.org/topic/229/1192440.html,"как диагностировать травму шейного отдела позвоночника у младенца",4,7,http://fnkc-fmba.ru/,,http://kb83.com/,,Dofollow,,"2017-11-05 10:40:04","2019-09-29 21:54:52",,ru,0,0,,6
307,2,40,9,1,https://msk.ros-spravka.ru/catalog/hospitals_and_clinics/fnkts_fmba_rossii/,"ФНКЦ ФМБА России – Москва | Больницы и госпитали – Москва | Единая справочная",65,21,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2018-10-31 16:22:14","2020-06-08 11:21:36",,ru,0.13,8,,10
308,55,37,9,1,https://spinet.ru/conference/post18164.html,"Цены на операции (грыжа МПД )",205,15,http://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2018-08-16 04:59:29","2020-06-12 09:01:00",,ru,,,,11
309,1,11,9,0,https://qpmedia.ru/voronezhskij-vrach-upal-so-vtorogo-etazha-bolnicy-on-zhalovalsya-chto-ego-zastavlyayut-rabotat-posle-zarazheniya-koronavirusom,"Воронежский врач упал со второго этажа больницы. Он жаловался, что его заставляют работать после заражения коронавирусом | QPMedia.Ru – Новостной агрегатор",10,17,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"фоне распространения Covid-19 российские врачи выпадают из окон. 24 апреля",погибла,"заведующая отделением скорой медицинской помощи Звёздного городка Наталья Лебедева. О","Dofollow, Content",,"2020-05-05 08:32:49","2020-05-11 20:55:29",,ru,0,0,,14
310,6,22,9,1,https://sheki.hh1.az/employer/692314,"Вакансии компании ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России - работа в Москве, Ялте, Ялте",19,6,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2020-04-17 15:29:19","2020-04-23 23:24:55",,ru,0,0,,3
311,3,57,9,0,https://goat.com.au/relationships/mkr-gets-the-chop-as-pete-evans-backs-more-dangerous-covid-19-conspiracy-theories/,"‘MKR’ Is Axed As Pete Evans Backs More Dangerous COVID-19 Theories",26,37,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"died after having fallen from a high window. The Russian",hospital,"states that she died “as a result of an accident”,","Dofollow, Content",,"2020-05-10 23:30:16","2020-06-11 06:53:19",,,1.3,46,,19
312,2,56,9,0,https://moluch.ru/orgs/5442/,"Федеральный научно-клинический центр специализированной медицинской помощи и медицинских технологий ФМБА России (Москва) — Молодой учёный",25,12,http://fnkc-fmba.ru/,Сайт:,http://www.kb83.com/,,"Dofollow, Content",,"2019-02-22 06:52:40","2020-05-31 21:01:07",,ru,0,0,,9
313,6,55,9,0,https://dislife.ru/l.php?url=http://www.kb83.com/pages/sport.php,Переадресация,0,3,http://fnkc-fmba.ru/pages/sport.php,,,,Dofollow,,"2019-01-26 19:14:18","2020-05-17 06:09:09",,,0,0,,2
314,21,53,9,0,http://dermatology.con-med.ru/activity/119/234450/,"Мероприятия — Неврология",84,5,http://fnkc-fmba.ru/,"(НИИКМ ФНКЦ ФМБА России). Более подробная информация доступна на сайте",www.fnkc-fmba.ru,,"Dofollow, Content",,"2017-12-10 15:14:14","2019-12-13 18:57:00",,ru,0,0,,2
315,2,54,9,0,https://rutraveller.ru/place/68709,"Федеральный научно-клинический центр. Описание места",53,12,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Dofollow,,"2019-06-21 12:44:42","2020-03-24 23:32:39",,ru,0,0,,10
316,3,39,9,1,http://mosapteki.ru/material/tromb-serdechnyyo-11029,"Тромб сердечный // Заболевания",27,18,http://fnkc-fmba.ru/,"Более подробная информация доступна на сайте —",www.fnkc-fmba.ru,,"Dofollow, Content",,"2019-05-08 13:51:54","2020-06-14 22:09:52",,ru,,,,13
317,14,56,9,0,http://sitegur.com/pkink.gov.my,pkink.gov.my,17,23,http://fnkc-fmba.ru/,fnkc-fmba.ru,,,Nofollow,,"2019-03-06 05:06:10","2020-06-16 08:22:52",,en,0,0,,13
318,2,56,9,0,http://sitegur.com/fnkc-fmba.ru,fnkc-fmba.ru,17,18,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2018-04-20 15:28:46","2020-06-09 02:48:52",,en,0,0,,11
319,1,55,9,0,https://123ru.net/usman/243379697/,"Третий за последние две недели: в Воронеже из окна больницы упал врач, который рассказал правду об условиях работы. Усмань — все новости (вчера, сегодня, сейчас) от 123ru.net",128,85,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"это не первый подобный случай в российских больницах. Так, 24 апреля",погибла,"заведующая отделением скорой медицинской помощи Звездного городка Наталья Лебедева, которая","Nofollow, Content",,"2020-06-15 23:28:59","2020-06-15 23:28:59",,ru,,,,29
320,2,55,9,0,https://pravorub.ru/hh/?employer_id=692314,"Вакансии компании ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России - Вакансии для юристов - Праворуб",49,10,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru/,,"Nofollow, Content",,"2017-11-16 23:41:32","2020-06-11 07:25:33",,ru,0,0,,6
321,4,54,9,0,https://scardio.ru/news/nauchnomedicinskie_novosti/ii_nauchnoprakticheskaya_konferenciya_s_mezhdunarodnym_uchastiem_kardio2019/,"II научно-практическая конференция с международным участием КАРДИО-2019",72,5,https://fnkc-fmba.ru/sobytiya/kardio-2019/,,fnkc-fmba.ru,,"Dofollow, Content",,"2019-10-31 05:46:57","2020-06-02 11:29:09",,ru,0,0,,4
322,2,52,9,0,http://zakladok.net/search_result.php?tag_id=720&searchstring=кардиология&tagged=1,"Закладок.нет - результаты поиска - РєР°СЂРґРёРѕР»РѕРіРёСЏ",86,23,http://fnkc-fmba.ru/pages/kardiologiya.php,,http://www.kb83.com/pages/kardiologiya.php,,Nofollow,,"2018-12-03 01:34:10","2020-05-31 08:32:07",,ru,0,0,,13
323,5,55,9,0,https://journals.eco-vector.com/clinpractice/article/view/33995,"10th anniversary of the journal Clinical practice | Baklaushev | Journal of Clinical Practice",89,10,https://fnkc-fmba.ru/about/komanda-upravleniya/,,https://fnkc-fmba.ru/about/komanda-upravleniya/,,Dofollow,,"2020-05-17 13:21:38","2020-06-05 12:37:41",,ru,0,0,,9
324,2,52,9,0,http://zakladok.net/user.php?expand=&folder=67272&id=67991,"Закладок.нет - страница пользователя sp_promo",63,14,http://fnkc-fmba.ru/pages/about.php,,"Прием маммолога",,"Nofollow, Image",,"2016-11-25 23:22:03","2020-04-07 06:49:59",,ru,0,0,,9
325,2,53,9,0,https://clicklancashire.com/2020/05/05/doctors-in-russia-are-falling-out-of-windows-after.html,"Doctors in Russia Are Falling Out of Windows After Complaining About Coronavirus",67,14,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"near Moscow, died in what a Moscow hospital called ""","an accident",""".","Dofollow, Content",,"2020-05-06 21:06:26","2020-06-14 05:27:14",,en,0,0,,7
326,1,53,9,0,https://www.colgate.ru/oral-health/conditions/mouth-sores-and-infections/oral-thrush,"Кандидоз или молочница во рту, симптомы и основные причины | Colgate",75,116,https://fnkc-fmba.ru/zabolevaniya/kandidoz-polosti-rta/,"В некоторых случаях","симптомы кандидоза полости рта","могут возникнуть не сразу: иногда они способны проявиться совершенно неожиданно.","Dofollow, Content",,"2019-09-24 23:56:41","2020-05-23 22:37:10",,ru,566,626,,49
327,4,52,9,0,http://zakladok.net/link.php?id=374331,"Закладок.нет - Закладка - Прием маммолога",64,11,http://fnkc-fmba.ru/pages/about.php,,http://www.kb83.com/pages/about.php,,Nofollow,,"2016-11-26 14:50:57","2020-04-08 21:59:48",,ru,0,0,,7
328,7,54,9,0,https://yellmed.ru/afisha/nedelya-ranney-diagnostiki-raka-golovy-i-shei-itogi,"Неделя ранней диагностики рака головы и шеи - Итоги - итоги в Москве 2019 – Афиша Yellmed",79,14,https://fnkc-fmba.ru/news/7-ya-evropeyskaya-aktsiya-nedelya-ranney-diagnostiki-raka-golovy-i-shei/,,"Официальный сайт мероприятия",,"Dofollow, Content",,"2020-06-02 03:12:19","2020-06-02 03:12:19",,ru,0,0,,9
329,2,54,9,0,https://yellmed.ru/bolnicy/klinicheskaya-bolnica-83-fmba-gmoskvy,"Клиническая больница № 83 ФМБА г.Москвы Больница – описание компании, схема проезда",90,12,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru,,Nofollow,,"2018-04-23 11:07:19","2020-06-06 12:00:36",,ru,0.98,7,,8
330,1,54,9,0,https://news.yellmed.ru/fakt/bolee-50-chelovek-podelilis-krovyu-v-moskve-v-ramkah-akcii,"Более 50 человек поделились кровью в Москве в рамках акции - Новости Yellmed.ru",35,14,https://fnkc-fmba.ru/news/den-donora-v-fnkts-fmba-rossii-odin-litr-krovi-neskolko-spasennykh-zhizney-2019/,,"«День донора»","в середине марта организовал ФНКЦ ФМБА России, сообщает пресс-служба Центра.","Dofollow, Content",,"2020-06-06 08:30:22","2020-06-06 08:30:22",,ru,0,0,,9
331,1,54,9,0,https://news.yellmed.ru/zdorove/kak-poluchit-kvotu-na-besplatnuyu-operaciyu-na-schitovidke-v-moskve,"Как получить квоту на бесплатную операцию на щитовидке в Москве - Новости Yellmed.ru",36,14,https://fnkc-fmba.ru/news/kvoty-na-operativnye-vmeshatelstva-po-zabolevaniyam-shchitovidnoy-zhelezy-v-fnkts-fmba-rossii/,"имеют онкологию, многоузловой зоб, тиреотоксикоз и другие недуги щитовидной железы,",сообщает,"пресс-служба Центра.","Dofollow, Content",,"2019-06-05 23:50:42","2020-06-06 09:53:01",,ru,0,0,,9
332,1,54,9,0,https://news.yellmed.ru/zdorove/konkurs-manualnyh-navykov-organizuyut-dlya-rossiyskih-hirurgov,"Конкурс мануальных навыков организуют для российских хирургов - Новости Yellmed.ru",36,14,https://fnkc-fmba.ru/sobytiya/prekurs-khirurgiya-pakhovykh-gryzh/,"организован 7 февраля в ходепрактикума по эндовидеохирургии паховых грыж, сообщает","пресс-служба ФНКЦ ФМБА России",.,"Dofollow, Content",,"2019-06-16 00:08:59","2020-06-06 09:56:43",,ru,0,0,,9
333,1,54,9,0,https://news.yellmed.ru/zdorove/sostoyanie-serdca-i-sosudov-mozhno-budet-besplatno-proverit-v-fnkc-fmba-rossii,"Состояние сердца и сосудов можно будет бесплатно проверить в ФНКЦ ФМБА России - Новости Yellmed.ru",35,14,https://fnkc-fmba.ru/news/vse-zhelayushchie-smogut-proverit-rabotu-sosudov-v-ramkakh-aktsii-den-zdorovya-v-fnkts-fmba-rossii/,"болезней сердечно-сосудистой системы могут быть отеки, головная боль и кашель,",сообщает,"пресс-служба ФНКЦ ФМБА России.","Dofollow, Content",,"2019-06-05 15:05:26","2020-06-07 01:16:15",,ru,0,0,,9
334,4,53,9,0,http://con-med.ru/activity/134/234168/,"Мероприятия — Пульмонология - Consilium Medicum",106,13,http://fnkc-fmba.ru/sobytiya/trudnyy-diagnoz-pri-boleznyakh-organov-dykhaniya/,"участие в конференции можно на сайте ФГБУ ФНКЦ ФМБА России:",http://fnkc-fmba.ru/sobytiya/trudnyy-diagnoz-pri-boleznyakh-organov-dykhaniya/,.,"Dofollow, Content",,"2018-01-27 05:09:30","2020-05-31 11:40:07",,ru,0,0,,5
335,4,52,9,0,https://en.msmsu.ru/science/youth-innovative-center-of-space-medicine.php,"Youth innovative center of space medicine",59,16,http://fnkc-fmba.ru/en/,"innovative center of space medicine is the joint project of","Research institute of space medicine of Federal State Budgetary Institution Federal Scientific Clinical Center of Specialized Types of Medical Care and Medical Technologies of FMBA of Russia","and Research institution of medicine and dentistry FBEO HE A.I.","Dofollow, Content",,"2019-12-02 22:31:48","2020-06-15 02:50:00",,,0,0,,13
336,2,51,9,0,https://www.bmwclub.ru/threads/gastroskopija-kak.646360/page-4,"Гастроскопия. Как? | Страница 4 | BMW Club",130,25,http://fnkc-fmba.ru/,"делают.... Если в Москве и ЮГ удобно я делал здесь",http://www.kb83.com/,"без сна, но такая услуга тоже есть + 1500 или",Nofollow,,"2019-03-21 05:27:39","2020-04-20 22:35:16",,ru,0,0,,18
337,1,51,9,0,https://edge.ca/news/6905454/coronavirus-russia-doctors-windows/,"3 Russian doctors have fallen from hospital windows amid COVID-19 pandemic: reports | 102.1 the Edge",47,90,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"called her death an “accident” in a statement also shared","on the training centre’s website.",,"Dofollow, Content",,"2020-06-11 14:06:28","2020-06-11 14:06:28",,en,0,0,,20
338,8,0,9,6,http://taganroger.blogspot.com/,"Блог таганрожца",34,13,http://fnkc-fmba.ru/pages/uzi-sosudov.php,"отпуске, а потом и совсем уйдет с шахматной доски делать","узи сосудов",.,Dofollow,,"2016-07-23 08:02:53","2020-06-16 10:23:32",,ru,0,0,,10
339,2,57,9,0,https://www.apoi.ru/fgbu-federalnyj-nauchno-klinicheskij-centr-specializirovannykh-vidov-medicinskoj-pomoshhi-i-medicinskikh-tekhnologij-fm,"Отзывы о ФГБУ "" Федеральный научно-клинический центр специализированных видов медицинской помощи и медицинских технологий ФМБА России"", Ореховый бульвар",33,6,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2018-10-13 23:37:18","2020-06-04 04:27:38",,,0,0,,3
340,1,50,9,0,https://newrunners.ru/mag/besplatnye-medobsledovaniya-i-dopolnitelnye-sporti/,"Бесплатные медобследования и дополнительные спортивные состязания для участников Track&Field",60,12,https://fnkc-fmba.ru/,"соревнований Track&Field стал один из ведущих медицинских центров Москвы –","Федеральный научно-клинический центр ФМБА России (ФНКЦ ФМБА России)",". В его состав входят многопрофильный стационар, консультативно-диагностический центр, научно-исследовательские","Dofollow, Content",,"2018-01-22 15:31:21","2020-06-03 10:45:27",,ru,0,0,,7
341,1,50,9,0,https://newrunners.ru/mag/besplatnye-medobsledovaniya-i-dopolnitelnye-sporti/,"Бесплатные медобследования и дополнительные спортивные состязания для участников Track&Field",60,12,https://fnkc-fmba.ru/about/contacts/,"измерение уровня глюкозы, консультация кардиолога и спортивного врача. Можно обратиться","в клинику","заранее, тогда стоимость справки составит 100 рублей. Для этого вам","Dofollow, Content",,"2018-01-22 15:31:21","2020-06-03 10:45:27",,ru,0,0,,7
342,1,50,9,0,https://newrunners.ru/mag/informatsiya-dlya-uchastnikov-martovskikh-sorevnovaniy-track-field/,"Информация для участников мартовских соревнований Track&Field",62,11,"https://fnkc-fmba.ru/ ","Партнером соревнований уже в который раз выступает","Федеральный научно-клинический центр ФМБА России (ФНКЦ ФМБА России)",", который готов предоставить всем участникам возможность пройти медицинское обследование","Dofollow, Content",,"2018-03-18 13:39:32","2020-05-09 13:37:20",,ru,0,0,,8
343,1,42,9,0,http://wikiredia.ru/wiki/Википедия:К_восстановлению/26_марта_2020,"Википедия:К восстановлению/26 марта 2020 Википедия",54,23,https://fnkc-fmba.ru/,"ДПО ИПК ФМБА России[[ http://www.medprofedu.ru/upload-files/ds03/Sostav.pdf ]). О научно-клиническом центре: https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D0%BC%D0%B5%D0%B4%D0%B8%D0%BA%D0%BE-%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5_%D0%B0%D0%B3%D0%B5%D0%BD%D1%82%D1%81%D1%82%D0%B2%D0%BE",https://fnkc-fmba.ru/,"п.6 Наличие публикаций в ведущих научных журналах:Шамшинова А.М., Нестерюк Л.И.,","Nofollow, Content",,"2020-03-30 07:35:10","2020-03-30 07:35:10",,ru,0,0,,20
344,1,48,9,0,https://www.rollitup.org/t/the-worlds-coming-to-an-end-i-dont-even-care.1013648/page-3,"The World's Coming to an End - I Don't Even Care... | Page 3 | Rollitup",85,22,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"a result of an accident,” according to a Moscow hospital",statement,". She had been hospitalized with COVID-19.","Nofollow, Content",,"2020-06-11 01:27:30","2020-06-11 01:27:30",,en,0,2,,17
345,2,51,9,0,https://1serdce.pro/uzdg-sosudov-golovy-i-shei-v-yuzao.html,"Уздг сосудов головы и шеи в юзао",39,16,http://fnkc-fmba.ru/diagnostika/ultrazvukovaya-diagnostika-uzi/uzi-sosudov-golovnogo-mozga-i-shei/,,http://fnkc-fmba.ru/diagnostika/ultrazvukovaya-diagnostika-uzi/uzi-sosudov-golovnogo-mozga-i-shei/,,"Dofollow, Content",,"2019-05-27 14:49:23","2020-04-29 03:09:35",,ru,0,0,,11
346,1,42,9,0,"http://wikiredia.ru/wiki/Баранов,_Виктор_Михайлович","Баранов, Виктор Михайлович Википедия",34,9,https://fnkc-fmba.ru/about/komanda-upravleniya/baranov-viktor-mikhaylovich/,,"Федеральный научно-клинический центр ФМБА России",,Nofollow,,"2019-11-30 05:03:38","2020-03-31 07:25:51",,ru,0,0,,6
347,2,42,9,0,https://moscow.big-book-med.ru/company/289033/,"Федеральный научно-клинический центр специализированных видов медицинской помощи и медицинских технологий ФМБА России – г. Москва, Ореховый бул., 28, стр. 5 – оставить отзыв, посмотреть телефон, сайт, группу ВКонтакте.",130,5,http://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2019-02-10 15:50:35","2020-05-31 11:17:03",,ru,0,0,,4
