#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
76,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/bioremodelirovanie/,,/kosmetologiya/bioremodelirovanie/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
77,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/bioreparatsiya/,,/kosmetologiya/bioreparatsiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
78,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/bioreparatsiya/hyalrepair/,,/kosmetologiya/bioreparatsiya/hyalrepair/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
79,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/bioreparatsiya/meso-wharton/,,/kosmetologiya/bioreparatsiya/meso-wharton/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
80,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/bioreparatsiya/meso-xanthin/,,/kosmetologiya/bioreparatsiya/meso-xanthin/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
81,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/bioreparatsiya/mesoeye/,,/kosmetologiya/bioreparatsiya/mesoeye/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
82,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/bioreparatsiya/mesosculpt/,,/kosmetologiya/bioreparatsiya/mesosculpt/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
83,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorestrukturizatsiya/,,/kosmetologiya/biorestrukturizatsiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
84,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/,,/kosmetologiya/biorevitalizatsiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
85,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/biorevitalizatsiya-skin/,,/kosmetologiya/biorevitalizatsiya/biorevitalizatsiya-skin/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
86,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/genyal/,,/kosmetologiya/biorevitalizatsiya/genyal/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
87,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/ial-system/,,/kosmetologiya/biorevitalizatsiya/ial-system/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
88,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/jalupro/,,/kosmetologiya/biorevitalizatsiya/jalupro/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
89,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/kollost/,,/kosmetologiya/biorevitalizatsiya/kollost/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
90,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/lazernaya-biorevitalizatsiya/,,/kosmetologiya/biorevitalizatsiya/lazernaya-biorevitalizatsi...,,Nofollow,,"2019-01-19 15:02:16","2020-04-26 20:18:10",,ru,0,0,,31
91,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/repleri/,,/kosmetologiya/biorevitalizatsiya/repleri/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
92,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/restylane-vital/,,/kosmetologiya/biorevitalizatsiya/restylane-vital/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
93,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/teosyal-meso/,,/kosmetologiya/biorevitalizatsiya/teosyal-meso/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
94,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/biorevitalizatsiya/viskoderm/,,/kosmetologiya/biorevitalizatsiya/viskoderm/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
95,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/botulaks/,,/kosmetologiya/botulaks/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
96,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/chistka-litsa/,,novoclinic.ru/kosmetologiya/ch...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
97,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/chistka-litsa/atravmaticheskaya-chistka/,,/kosmetologiya/chistka-litsa/atravmaticheskaya-chistka/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
98,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/chistka-litsa/ultrazvukovaya-chistka/,,/kosmetologiya/chistka-litsa/ultrazvukovaya-chistka/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
99,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/fotoomolozhenie/,,/kosmetologiya/fotoomolozhenie/,,Nofollow,,"2019-01-19 15:02:16","2020-04-26 20:18:10",,ru,0,0,,31
100,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/fraktsionnyy-fototermoliz/,,/kosmetologiya/fraktsionnyy-fototermoliz/,,Nofollow,,"2019-01-19 15:02:16","2020-04-26 20:18:10",,ru,0,0,,31
101,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/,,/kosmetologiya/konturnaya-plastika/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
102,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/glytone/,,/kosmetologiya/konturnaya-plastika/glytone/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
103,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/hafiller/,,/kosmetologiya/konturnaya-plastika/hafiller/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
104,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/juvederm/,,/kosmetologiya/konturnaya-plastika/juvederm/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
105,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/konturnaya-plastika-nosogubnykh-skladok/,,/kosmetologiya/konturnaya-plastika/konturnaya-plastika-nosog...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
106,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/restylane-perlane/,,novoclinic.ru/kosmetologiya/ko...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
107,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/restylane-perlanes/,,/kosmetologiya/konturnaya-plastika/restylane-perlanes/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
108,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/restylane/,,/kosmetologiya/konturnaya-plastika/restylane/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
109,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/surgiderm/,,/kosmetologiya/konturnaya-plastika/surgiderm/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
110,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/uvelichenie-gub/,,/kosmetologiya/konturnaya-plastika/uvelichenie-gub/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
111,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/konturnaya-plastika/yvoire/,,/kosmetologiya/konturnaya-plastika/yvoire/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
112,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernaya-epilyatsiya/,,/kosmetologiya/lazernaya-epilyatsiya/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
113,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsi-podmyshek/,,/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsi-pod...,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
114,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsiya-bikini/,,/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsiya-b...,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
115,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsiya-dlya-muzhchin/,,/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsiya-d...,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
116,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsiya-guby/,,/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsiya-g...,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
117,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsiya-litsa/,,/kosmetologiya/lazernaya-epilyatsiya/lazernaya-epilyatsiya-l...,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
118,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernoe-omolozhenie/,,/kosmetologiya/lazernoe-omolozhenie/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
119,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernoe-omolozhenie/lazernoe-omolozhenie-fotona/,,/kosmetologiya/lazernoe-omolozhenie/lazernoe-omolozhenie-fot...,,Nofollow,,"2019-01-19 15:02:16","2020-04-26 20:18:10",,ru,0,0,,31
120,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/lazernoe-omolozhenie/lazernoe-omolozhenie-palomar/,,/kosmetologiya/lazernoe-omolozhenie/lazernoe-omolozhenie-pal...,,Nofollow,,"2019-01-19 15:02:16","2020-04-26 20:18:10",,ru,0,0,,31
121,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/mezoniti/,,/kosmetologiya/mezoniti/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
122,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/mezoterapiya-litsa/,,/kosmetologiya/mezoterapiya-litsa/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
123,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/omolozhenie-kozhi-ruk/,,/kosmetologiya/omolozhenie-kozhi-ruk/,,Nofollow,,"2019-03-10 14:24:46","2020-04-26 20:18:10",,ru,0,0,,31
124,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/omolozhenie-litsa/,,/kosmetologiya/omolozhenie-litsa/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
125,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/,,/kosmetologiya/piling/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
126,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/gazozhidkostnyy-piling/,,/kosmetologiya/piling/gazozhidkostnyy-piling/,,Nofollow,,"2019-01-19 15:02:16","2020-04-26 20:18:10",,ru,0,0,,31
127,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/glikolevyy-piling/,,/kosmetologiya/piling/glikolevyy-piling/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
128,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/khimicheskiy-piling/,,/kosmetologiya/piling/khimicheskiy-piling/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
129,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/piling-cimel/,,/kosmetologiya/piling/piling-cimel/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
130,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/piling-dzhessnera/,,/kosmetologiya/piling/piling-dzhessnera/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
131,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/piling-fruktovymi-kislotami/,,/kosmetologiya/piling/piling-fruktovymi-kislotami/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
132,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/piling-litsa/,,/kosmetologiya/piling/piling-litsa/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
133,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/piling-prx-t33/,,/kosmetologiya/piling/piling-prx-t33/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
134,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/tsa-piling/,,/kosmetologiya/piling/tsa-piling/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
135,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/piling/zheltyy-piling/,,/kosmetologiya/piling/zheltyy-piling/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
136,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/platsentarnaya-terapiya/,,/kosmetologiya/platsentarnaya-terapiya/,,Nofollow,,"2019-05-06 15:30:30","2020-04-26 20:18:10",,ru,0,0,,31
137,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/plazmolifting-litsa/,,/kosmetologiya/plazmolifting-litsa/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
138,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/revitalizatsiya/,,/kosmetologiya/revitalizatsiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
139,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/rf-lifting-litsa/,,/kosmetologiya/rf-lifting-litsa/,,Nofollow,,"2019-01-19 15:02:16","2020-04-26 20:18:10",,ru,0,0,,31
140,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/termazh/,,/kosmetologiya/termazh/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
141,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/termolifting/,,/kosmetologiya/termolifting/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
142,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/termolifting/fraktsionnyy-termolifting/,,/kosmetologiya/termolifting/fraktsionnyy-termolifting/,,Nofollow,,"2019-01-19 15:02:16","2020-04-26 20:18:10",,ru,0,0,,31
143,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/termolifting/termolifting-aluma/,,/kosmetologiya/termolifting/termolifting-aluma/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
144,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/lechenie/,,/lechenie/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
145,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/lechenie/izbavlenie-ot-tsellyulita/,,/lechenie/izbavlenie-ot-tsellyulita/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
146,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/lechenie/korrektsiya-ovala-litsa/,,/lechenie/korrektsiya-ovala-litsa/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
147,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/lechenie/korrektsiya-sleznoy-borozdy/,,/lechenie/korrektsiya-sleznoy-borozdy/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
148,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/lechenie/lechenie-kuperoza/,,/lechenie/lechenie-kuperoza/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
149,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/lechenie/lechenie-pryshchey/,,/lechenie/lechenie-pryshchey/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
150,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/lechenie/lechenie-rozatsea/,,/lechenie/lechenie-rozatsea/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
151,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/lechenie/shlifovka-rubtsov-i-shramov/,,/lechenie/shlifovka-rubtsov-i-shramov/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
